File: Roca_mat_ricette.rds 
---------------------------------
Simmetrica: No ❌ 

Matrice:
[39,]    0    0    0    0    0    0    0    0    0     0     0     0     0     0     0     0     0     0     0     0     0
[40,]    0    0    0    0    0    0    0    0    0     0     0     0     0     0     0     0     0     0     0     0     0
[41,]    0    0    0    0    0    0    0    0    0     0     0     0     0     0     0     0     0     0     0     0     0
[42,]    0    0    0    0    0    0    0    0    0     0     0     0     0     0     0     0     0     0     0     0     0
[43,]    0    0    0    0    0    0    0    0    0     0     0     0     0     0     0     0     0     0     0     0     0
[44,]    0    0    0    0    0    0    0    0    0     0     0     0     0     0     0     0     0     0     0     0     0
[45,]    0    0    0    0    0    0    0    0    0     0     0     0     0     0     0     0     0     0     0     0     0
[46,]    0    0    0    0    0    0    0    0    0     0     0     0     0     0     0     0     0     0     0     0     0
[47,]    0    0    0    0    0    0    0    0    0     0     0     0     0     0     0     0     0     0     0     0     0
[48,]    0    0    0    0    0    0    0    0    0     0     0     0     0     0     0     0     0     0     0     0     0
[49,]    0    0    0    0    0    0    0    0    0     0     0     0     0     0     0     0     0     0     0     0     0
[50,]    0    0    0    0    0    0    0    0    0     0     0     0     0     0     0     0     0     0     0     0     0
[51,]    0    0    0    0    0    0    0    0    0     0     0     0     0     0     0     0     0     0     0     0     0
[52,]    0    0    0    0    0    0    0    0    0     0     0     0     0     0     0     0     0     0     0     0     0
[53,]    0    0    0    0    0    0    0    0    0     0     0     0     0     0     0     0     0     0     0     0     0
[54,]    0    0    0    0    0    0    0    0    0     0     0     0     0     0     0     0     0     0     0     0     0
[55,]    0    0    0    0    0    0    0    0    0     0     0     0     0     0     0     0     0     0     0     0     0
[56,]    0    0    0    0    0    0    0    0    0     0     0     0     0     0     0     0     0     0     0     0     0
[57,]    0    0    0    0    0    0    0    0    0     0     0     0     0     0     0     0     0     0     0     0     0
      [,22] [,23] [,24] [,25] [,26] [,27] [,28] [,29] [,30] [,31] [,32] [,33] [,34] [,35] [,36] [,37] [,38] [,39] [,40]
 [1,]     3    10     4     6     6     7    10     6     5     4    11     7     8     9    10     4     3     8     4
 [2,]     6     8     5     7     8     8     8     4     7     5     6     5     8     6    10     6     5     6     5
 [3,]     3     6     4     6     5     4     7     4     4     2     6     4     6     6     6     4     3     7     3
 [4,]     4     7     4     8     6     6     7     5     6     3     7     5    10     7    16     4     5     7     5
 [5,]     6     9     5    10    10     9     9     5     5     9     7     8    11     9    10     4     4     8     5
 [6,]     3     6     3    11     6     6     7     4     4     5     6     5    10     8    10     4     3     6     4
 [7,]     4     7     5     7     4     5     8     6     6     3     7     3     7     6     8     3     4    12     3
 [8,]     2     6     4     7     3     5     6     4     5     2     7     3     7     6     8     3     2     6     4
 [9,]     2     4     4     3     3     4     3     2     3     1     3     3     4     3     4     2     2     3     3
[10,]     2     4     4     5     4     3     4     3     5     2     4     3     5     4     7     3     3     5     3
[11,]     2     3     3     5     4     4     3     2     3     4     3     4     4     3     3     4     2     3     3
[12,]     6     6     5     5     7     7     5     3     7     4     3     5     6     3     7     3     4     4     4
[13,]     5     7     5     3     7     7     5     3     6     4     3     5     6     4     6     3     3     5     5
[14,]     8     8     7     9     8    11    10     7     6     5     7     6     9     7    12     5     5     9     5
[15,]     6    11     4     8     8     6     9     6     6     4     8     4    12     7    11     5     4     9     4
[16,]    10    13     5     9    12    10    10     6     7     8    10     8    12     9    11     6     5    10     5
[17,]     4     6     4     5     5     8     5     3     6     5     3     4     4     3     5     3     4     5     4
[18,]     4     6     8     6     8     5     6     4     9     3     3     4     6     3     7     3     4     4     3
[19,]     7     8     5     9    10    10     8     5     5     5     6     8    11     9    11     4     4     9     5
[20,]     5     8     5     7     6     6    10     6     7     4     7     3    10     6    10     3     4     9     3
[21,]     7     7     4     5     9     6     5     3     6     4     3     5     7     5     7     4     5     5     4
[22,]     0     6     4     4     8     4     3     3     5     3     2     6     5     3     4     3     4     4     4
[23,]     0     0     6     5     9     7    11     8     7     5     7     5     8     6     8     3     4     7     4
[24,]     0     0     0     3     7     5     6     4     8     3     3     4     4     3     5     4     3     3     3
[25,]     0     0     0     0     7     7     6     4     4     3     6     6     9     8     8     5     4     7     5
[26,]     0     0     0     0     0     7     9     4     6     6     4     8     7     5     7     5     4     4     5
[27,]     0     0     0     0     0     0     5     3     6     5     4     6     6     4     6     2     4     5     4
[28,]     0     0     0     0     0     0     0     9     5     5     9     5     8     8     9     4     2     8     3
[29,]     0     0     0     0     0     0     0     0     3     4     5     2     5     4     9     2     1     4     2
[30,]     0     0     0     0     0     0     0     0     0     3     3     4     6     3     6     3     5     5     4
[31,]     0     0     0     0     0     0     0     0     0     0     4     4     5     3     5     2     1     4     2
[32,]     0     0     0     0     0     0     0     0     0     0     0     5     7     8     7     4     2     9     3
[33,]     0     0     0     0     0     0     0     0     0     0     0     0     5     7     4     4     4     5     5
[34,]     0     0     0     0     0     0     0     0     0     0     0     0     0     7    12     4     4     7     4
[35,]     0     0     0     0     0     0     0     0     0     0     0     0     0     0     7     4     3     8     4
[36,]     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     4     4     7     4
[37,]     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     3     3     4
[38,]     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     4     3
[39,]     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     3
[40,]     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
[41,]     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
[42,]     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
[43,]     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
[44,]     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
[45,]     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
[46,]     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
[47,]     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
[48,]     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
[49,]     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
[50,]     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
[51,]     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
[52,]     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
[53,]     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
[54,]     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
[55,]     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
[56,]     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
[57,]     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
      [,41] [,42] [,43] [,44] [,45] [,46] [,47] [,48] [,49] [,50] [,51] [,52] [,53] [,54] [,55] [,56] [,57]
 [1,]     4     7     2     6     6     7     7     4     3     5     9     5     3     7     3     3     6
 [2,]     7    10     4     5    10     5     7     6     3     5     7     4     3     9     4     4     6
 [3,]     3     6     1     6     6     4     5     4     3     5     7     4     3     6     3     2     3
 [4,]     5    10     3     6     6     4     8     6     3     7     9     7     3     8     3     4     5
 [5,]     7    12     4     6     8     7    10     6     3     5    10     5     3    11     3     5     5
 [6,]     5     8     2     5     5     4     9     4     3     4     7     5     2    10     2     4     7
 [7,]     3     8     4     5     6     4     7     6     3     4     7     4     2     9     3     3     4
 [8,]     3     6     1     5     8     3     5     3     3     2     7     4     2     6     3     2     4
 [9,]     2     3     0     4     4     3     3     3     3     4     5     3     2     3     1     1     2
[10,]     2     6     2     3     5     5     5     5     3     5     5     3     2     4     2     4     4
[11,]     4     3     1     2     3     3     4     3     3     2     3     3     2     5     2     2     5
[12,]     6     6     3     3     5     6     6     7     3     5     6     4     3     5     3     6     4
[13,]     6     5     2     3     6     6     5     6     3     6     5     4     3     5     3     3     5
[14,]     7    12     5     6    11     5     8     8     3     9     9     5     3    10     3     5     6
[15,]     4    10     4     5     9     4    11     6     3     4    10     5     2    10     2     5     4
[16,]     8    12     4     6    11     7    12     7     3     6    12     6     4    10     3     6     5
[17,]     6     6     7     3     6     4     4     9     3     5     5     4     4     7     3     3     6
[18,]     5     7     2     3     5     6     6    11     3     5     4     3     3     5     2     7     3
[19,]     7    14     5     6     9     6    10     6     3     8     9     5     3    11     4     4     5
[20,]     4     9     4     5     6     4     8     7     3     4     9     5     2    10     2     5     4
[21,]     6     8     4     2     4     5     7     5     3     5     5     4     4     8     2     4     4
[22,]     6     4     2     2     4     5     5     4     2     4     5     2     4     5     3     3     2
[23,]     6     7     2     5     8     7     9     7     3     3     9     5     4    10     3     3     5
[24,]     5     4     1     3     5     7     4     8     3     3     5     3     3     5     2     5     3
[25,]     3     8     2     6     5     4     8     4     4     4     7     4     2     9     3     5     5
[26,]     9     8     2     3     5     7     7     7     3     4     7     4     4     9     3     7     5
[27,]     5     7     4     3     7     5     6     5     2     4     6     4     2     7     3     5     7
[28,]     5     8     2     5     7     7     8     7     3     3     7     5     2    10     2     5     4
[29,]     4     5     1     3     5     5     6     5     2     5     4     3     2     7     3     3     2
[30,]     4     5     2     3     7     5     6     9     3     5     5     3     3     4     3     7     4
[31,]     9     4     2     1     4     5     5     5     2     2     4     3     2     5     3     3     5
[32,]     2     6     1     5     6     5     6     3     3     2     7     4     2     6     2     3     4
[33,]     4     4     1     3     3     8     5     4     3     5     5     3     3     5     3     4     4
[34,]     5     9     2     5     7     4    12     5     3     4     9     5     2    11     2     4     5
[35,]     2     7     1     5     5     6     6     4     3     4     6     4     2     7     2     3     3
[36,]     6    11     3     5     7     6     9     7     3     7     8     5     2    10     4     6     5
[37,]     3     4     1     3     4     3     4     4     3     3     3     3     2     4     2     3     3
[38,]     2     4     2     2     2     3     4     4     2     4     4     2     2     3     1     3     2
[39,]     2     8     4     5     6     5     7     4     3     4     7     4     2     7     2     4     4
[40,]     2     4     1     2     5     3     4     3     3     3     4     4     2     4     4     3     4
[41,]     0     5     3     2     4     5     5     7     2     3     4     3     4     7     2     2     4
[42,]     0     0     5     5     7     4     9     5     3     4     7     5     2    10     3     4     4
[43,]     0     0     0     0     2     1     3     2     1     2     2     2     2     4     1     2     2
[44,]     0     0     0     0     4     3     4     3     2     2     6     3     2     5     1     1     2
[45,]     0     0     0     0     0     4     6     5     3     2     6     5     2     6     3     3     5
[46,]     0     0     0     0     0     0     4     6     3     4     5     3     3     5     3     6     3
[47,]     0     0     0     0     0     0     0     5     3     4     7     6     2    10     2     4     5
[48,]     0     0     0     0     0     0     0     0     3     6     4     3     3     7     2     7     3
[49,]     0     0     0     0     0     0     0     0     0     2     4     3     2     3     2     2     3
[50,]     0     0     0     0     0     0     0     0     0     0     3     2     3     4     2     3     2
[51,]     0     0     0     0     0     0     0     0     0     0     0     5     3     7     3     3     4
[52,]     0     0     0     0     0     0     0     0     0     0     0     0     2     5     2     2     4
[53,]     0     0     0     0     0     0     0     0     0     0     0     0     0     4     2     1     2
[54,]     0     0     0     0     0     0     0     0     0     0     0     0     0     0     3     3     6
[55,]     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     3     3
[56,]     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     2
[57,]     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0
